College_Code,Department_Name,Event_Year,Total_Students,Total_Teams,Active_Participants,Total_Offers,Partnership_Count,Recruiter_Visits,Total_Faculty,Active_Mentors,Total_Hackathon_Cost,Innovation_Score_Avg,Departmental_Performance_Index_DPI,Institutional_ROI
C12,IT,2025,961,67,452,62,4,12,31,24,551172,0.903,0.78,104.73
C12,MECH,2025,538,75,247,66,5,14,45,31,527379,0.837,0.737,104.73
C13,CSE,2025,789,91,537,54,2,10,45,22,446364,0.858,0.725,104.73
C13,ECE,2025,503,55,224,42,2,8,47,34,521680,0.697,0.642,104.73
C13,IT,2025,916,90,466,56,3,8,20,17,538940,0.931,0.712,104.73
C13,MECH,2025,511,70,249,36,5,10,37,20,524297,0.684,0.574,104.73
C14,CSE,2025,763,68,458,43,2,9,38,27,512745,0.849,0.709,104.73
C14,ECE,2025,613,84,319,70,4,16,40,32,474425,0.671,0.674,104.73
C14,IT,2025,856,48,533,26,1,10,35,20,568429,0.824,0.679,104.73
C14,MECH,2025,723,76,300,50,1,10,28,14,561800,0.734,0.615,104.73
C15,CSE,2025,841,52,522,44,1,11,31,23,489163,0.919,0.808,104.73
C15,ECE,2025,705,70,409,53,2,12,24,14,517508,0.751,0.701,104.73
C15,IT,2025,983,92,543,61,1,14,32,20,441174,0.849,0.704,104.73
C15,MECH,2025,897,70,479,39,3,14,48,34,533150,0.776,0.638,104.73
C16,CSE,2025,575,48,303,35,1,13,26,20,523105,0.765,0.683,104.73
C16,ECE,2025,782,97,505,52,5,12,25,14,562396,0.745,0.653,104.73
C16,IT,2025,631,75,321,67,3,19,41,26,445485,0.835,0.755,104.73
C16,MECH,2025,950,84,520,69,2,11,47,30,472918,0.629,0.662,104.73
C17,CSE,2025,500,42,291,37,1,15,20,15,466395,0.837,0.774,104.73
C17,ECE,2025,672,71,440,55,5,18,47,27,443843,0.663,0.694,104.73
C17,IT,2025,940,57,422,36,1,8,40,25,568186,0.867,0.671,104.73
C17,MECH,2025,511,49,219,31,4,15,47,30,491529,0.642,0.575,104.73
C18,CSE,2025,635,97,313,75,4,12,28,17,551790,0.947,0.759,104.73
C18,ECE,2025,644,48,417,44,4,19,35,29,552402,0.633,0.723,104.73
C18,IT,2025,752,45,381,40,5,16,21,11,486570,0.937,0.793,104.73
C18,MECH,2025,864,44,463,22,1,9,34,17,453833,0.694,0.588,104.73
C19,CSE,2025,562,64,309,58,3,8,32,16,535570,0.844,0.774,104.73
C19,ECE,2025,884,60,358,57,1,12,24,17,453574,0.828,0.738,104.73
C19,IT,2025,984,92,557,55,2,10,36,22,468765,0.84,0.685,104.73
C19,MECH,2025,500,90,203,45,1,15,21,13,554454,0.667,0.539,104.73
C20,CSE,2025,653,97,422,50,3,9,31,15,536884,0.86,0.693,104.73
C20,ECE,2025,977,69,640,50,5,12,33,17,489494,0.801,0.734,104.73
C20,IT,2025,921,99,593,86,2,9,37,31,505745,0.861,0.798,104.73
C20,MECH,2025,807,96,487,80,4,14,29,16,533196,0.774,0.741,104.73
C21,CSE,2025,887,49,537,40,2,8,47,27,444388,0.946,0.805,104.73
C21,ECE,2025,949,52,504,36,3,18,38,33,567162,0.632,0.62,104.73
C21,IT,2025,873,55,356,30,4,15,44,24,499724,0.925,0.656,104.73
C21,MECH,2025,659,89,323,62,5,12,37,29,453061,0.687,0.631,104.73
C22,CSE,2025,904,45,361,26,1,19,45,35,521865,0.823,0.622,104.73
C22,ECE,2025,800,66,392,58,1,16,41,34,548831,0.728,0.702,104.73
C22,IT,2025,560,56,249,31,1,15,36,20,561374,0.787,0.614,104.73
C22,MECH,2025,626,95,263,72,4,14,33,23,535113,0.78,0.665,104.73
C23,CSE,2025,513,98,260,55,3,14,33,26,548033,0.856,0.663,104.73
C23,ECE,2025,793,74,431,51,1,14,24,18,525462,0.681,0.642,104.73
C23,IT,2025,585,65,359,56,1,11,44,25,512152,0.821,0.771,104.73
C23,MECH,2025,608,57,353,31,2,15,27,13,530776,0.741,0.634,104.73
C24,CSE,2025,600,45,419,23,3,15,46,35,546148,0.816,0.689,104.73
C24,ECE,2025,649,60,328,52,4,18,49,32,434324,0.62,0.66,104.73
C24,IT,2025,535,63,219,32,4,19,30,18,561189,0.751,0.576,104.73
C24,MECH,2025,868,69,408,35,3,15,45,34,567541,0.792,0.61,104.73
C25,CSE,2025,909,93,574,78,4,8,31,15,472533,0.872,0.79,104.73
C25,ECE,2025,792,50,415,37,3,10,20,15,495545,0.684,0.653,104.73
C25,IT,2025,760,62,441,42,2,15,21,13,538872,0.801,0.698,104.73
C25,MECH,2025,772,48,510,38,3,8,24,13,569639,0.631,0.688,104.73
